"35900","1","21","40.85","2020-11-20 05:46:53"
"35901","1","22","2.504","2020-11-20 05:46:53"
"35912","1","21","40.86","2020-11-20 05:47:23"
"35913","1","22","2.504","2020-11-20 05:47:23"
"35924","1","21","40.91","2020-11-20 05:47:53"
"35925","1","22","2.504","2020-11-20 05:47:53"
"35936","1","21","40.92","2020-11-20 05:48:22"
"35937","1","22","2.504","2020-11-20 05:48:22"
"35948","1","21","40.94","2020-11-20 05:48:52"
"35949","1","22","2.503","2020-11-20 05:48:52"
"35960","1","21","40.96","2020-11-20 05:49:22"
"35961","1","22","2.504","2020-11-20 05:49:22"
"35972","1","21","40.99","2020-11-20 05:49:52"
"35973","1","22","2.504","2020-11-20 05:49:52"
"35984","1","21","41.01","2020-11-20 05:50:22"
"35985","1","22","2.504","2020-11-20 05:50:22"
"35996","1","21","41.03","2020-11-20 05:50:52"
"35997","1","22","2.504","2020-11-20 05:50:52"
"36008","1","21","41.04","2020-11-20 05:51:22"
"36009","1","22","2.504","2020-11-20 05:51:22"
"36020","1","21","41.06","2020-11-20 05:51:52"
"36021","1","22","2.504","2020-11-20 05:51:52"
"36032","1","21","41.1","2020-11-20 05:52:22"
"36033","1","22","2.504","2020-11-20 05:52:22"
"36044","1","21","41.1","2020-11-20 05:52:52"
"36045","1","22","2.504","2020-11-20 05:52:52"
"36056","1","21","41.12","2020-11-20 05:53:22"
"36057","1","22","2.503","2020-11-20 05:53:22"
"36068","1","21","41.15","2020-11-20 05:53:52"
"36069","1","22","2.504","2020-11-20 05:53:52"
"36332","1","21","41.17","2020-11-20 06:04:52"
"36333","1","22","2.506","2020-11-20 06:04:52"
"36428","1","21","41.15","2020-11-20 06:08:52"
"36429","1","22","2.506","2020-11-20 06:08:52"
"36440","1","21","41.19","2020-11-20 06:09:22"
"36441","1","22","2.506","2020-11-20 06:09:22"
"36452","1","21","41.21","2020-11-20 06:09:52"
"36453","1","22","2.506","2020-11-20 06:09:52"
"36464","1","21","41.23","2020-11-20 06:10:22"
"36465","1","22","2.506","2020-11-20 06:10:22"
"36524","1","21","41.22","2020-11-20 06:12:52"
"36525","1","22","2.506","2020-11-20 06:12:52"
"36536","1","21","41.25","2020-11-20 06:13:22"
"36537","1","22","2.506","2020-11-20 06:13:22"
"36548","1","21","41.27","2020-11-20 06:13:52"
"36549","1","22","2.506","2020-11-20 06:13:52"
"36560","1","21","41.28","2020-11-20 06:14:22"
"36561","1","22","2.506","2020-11-20 06:14:22"
"36563","2","21","42.01","2020-11-20 06:14:22"
"36564","2","22","0.837","2020-11-20 06:14:22"
"36572","1","21","41.3","2020-11-20 06:14:52"
"36573","1","22","2.506","2020-11-20 06:14:52"
"36575","2","21","42.01","2020-11-20 06:14:52"
"36576","2","22","0.819","2020-11-20 06:14:52"
"36632","1","21","41.32","2020-11-20 06:17:22"
"36633","1","22","2.506","2020-11-20 06:17:22"
"36644","1","21","41.35","2020-11-20 06:17:52"
"36645","1","22","2.506","2020-11-20 06:17:52"
"36656","1","21","41.35","2020-11-20 06:18:22"
"36657","1","22","2.506","2020-11-20 06:18:22"
"36668","1","21","41.38","2020-11-20 06:18:52"
"36669","1","22","2.505","2020-11-20 06:18:52"
"36692","1","21","41.37","2020-11-20 06:19:52"
"36693","1","22","2.506","2020-11-20 06:19:52"
"36704","1","21","41.4","2020-11-20 06:20:22"
"36705","1","22","2.506","2020-11-20 06:20:22"
"36788","1","21","41.43","2020-11-20 06:23:52"
"36789","1","22","2.506","2020-11-20 06:23:52"
"36800","1","21","41.45","2020-11-20 06:24:22"
"36801","1","22","2.506","2020-11-20 06:24:22"
